datetime,portfolio_value,cash,positions,return
2024-01-02 09:30:00-05:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",
2024-01-03 09:30:00-05:00,99217.6919555664,50030.95162963867,"[{'asset': USD, 'quantity': 50030.95162963867}, {'asset': AAPL, 'quantity': 267.0}]",-0.007823080444335884
2024-01-04 09:30:00-05:00,98665.0,50030.95162963867,"[{'asset': USD, 'quantity': 50030.95162963867}, {'asset': AAPL, 'quantity': 267.0}]",-0.005570498009708991
2024-01-05 09:30:00-05:00,98622.28309631348,50030.95162963867,"[{'asset': USD, 'quantity': 50030.95162963867}, {'asset': AAPL, 'quantity': 267.0}]",-0.0004329489047435464
2024-01-06 09:30:00-05:00,98622.28309631348,50030.95162963867,"[{'asset': USD, 'quantity': 50030.95162963867}, {'asset': AAPL, 'quantity': 267.0}]",0.0
2024-01-08 09:30:00-05:00,98648.98065185547,50030.95162963867,"[{'asset': USD, 'quantity': 50030.95162963867}, {'asset': AAPL, 'quantity': 267.0}]",0.00027070510541649107
2024-01-09 09:30:00-05:00,99137.59114074707,50030.95162963867,"[{'asset': USD, 'quantity': 50030.95162963867}, {'asset': AAPL, 'quantity': 267.0}]",0.004953021163147886
2024-01-10 09:30:00-05:00,99252.40325927734,50030.95162963867,"[{'asset': USD, 'quantity': 50030.95162963867}, {'asset': AAPL, 'quantity': 267.0}]",0.0011581088183520993
2024-01-11 09:30:00-05:00,99837.12983703613,50030.95162963867,"[{'asset': USD, 'quantity': 50030.95162963867}, {'asset': AAPL, 'quantity': 267.0}]",0.005891309011745616
2024-01-12 09:30:00-05:00,99708.9709777832,50030.95162963867,"[{'asset': USD, 'quantity': 50030.95162963867}, {'asset': AAPL, 'quantity': 267.0}]",-0.0012836793231347787
2024-01-13 09:30:00-05:00,99708.9709777832,50030.95162963867,"[{'asset': USD, 'quantity': 50030.95162963867}, {'asset': AAPL, 'quantity': 267.0}]",0.0
2024-01-16 09:30:00-05:00,98667.67260742188,50030.95162963867,"[{'asset': USD, 'quantity': 50030.95162963867}, {'asset': AAPL, 'quantity': 267.0}]",-0.010443376961470685
2024-01-17 09:30:00-05:00,98430.04277038574,50030.95162963867,"[{'asset': USD, 'quantity': 50030.95162963867}, {'asset': AAPL, 'quantity': 267.0}]",-0.0024083859561744303
2024-01-18 09:30:00-05:00,99716.98065185547,50030.95162963867,"[{'asset': USD, 'quantity': 50030.95162963867}, {'asset': AAPL, 'quantity': 267.0}]",0.013074645151499587
2024-01-19 09:30:00-05:00,100582.06211853027,50030.95162963867,"[{'asset': USD, 'quantity': 50030.95162963867}, {'asset': AAPL, 'quantity': 267.0}]",0.008675367635679665
2024-01-20 09:30:00-05:00,100582.06211853027,50030.95162963867,"[{'asset': USD, 'quantity': 50030.95162963867}, {'asset': AAPL, 'quantity': 267.0}]",0.0
2024-01-22 09:30:00-05:00,101375.05244445801,50030.95162963867,"[{'asset': USD, 'quantity': 50030.95162963867}, {'asset': AAPL, 'quantity': 267.0}]",0.007884013403833823
2024-01-23 09:30:00-05:00,102101.29277038574,50030.95162963867,"[{'asset': USD, 'quantity': 50030.95162963867}, {'asset': AAPL, 'quantity': 267.0}]",0.007163895933130382
2024-01-24 09:30:00-05:00,102208.09114074707,50030.95162963867,"[{'asset': USD, 'quantity': 50030.95162963867}, {'asset': AAPL, 'quantity': 267.0}]",0.001046004095183184
2024-01-25 09:30:00-05:00,102154.6919555664,50030.95162963867,"[{'asset': USD, 'quantity': 50030.95162963867}, {'asset': AAPL, 'quantity': 267.0}]",-0.0005224555569395273
2024-01-26 09:30:00-05:00,101901.04277038574,50030.95162963867,"[{'asset': USD, 'quantity': 50030.95162963867}, {'asset': AAPL, 'quantity': 267.0}]",-0.0024829910435342217
2024-01-27 09:30:00-05:00,101901.04277038574,50030.95162963867,"[{'asset': USD, 'quantity': 50030.95162963867}, {'asset': AAPL, 'quantity': 267.0}]",0.0
