datetime,portfolio_value,cash,positions,return
2024-01-02 09:30:00-05:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",
2024-01-03 09:30:00-05:00,693713.5861816406,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",5.937135861816406
2024-01-04 09:30:00-05:00,1936023.199356079,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",1.7908105562879295
2024-01-05 09:30:00-05:00,1936023.199356079,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",0.0
2024-01-06 09:30:00-05:00,1936023.199356079,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",0.0
2024-01-08 09:30:00-05:00,1559671.1282196045,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",-0.19439440150389176
2024-01-09 09:30:00-05:00,1698954.2402801514,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",0.0893028725995213
2024-01-10 09:30:00-05:00,2617668.9105377197,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",0.5407530400030525
2024-01-11 09:30:00-05:00,2133698.7381744385,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",-0.1848859381776683
2024-01-12 09:30:00-05:00,2133698.7381744385,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",0.0
2024-01-13 09:30:00-05:00,2133698.7381744385,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",0.0
2024-01-16 09:30:00-05:00,3681301.991394043,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",0.7253147904767996
2024-01-17 09:30:00-05:00,4294712.287704468,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",0.16662862697611436
2024-01-18 09:30:00-05:00,4301753.727401733,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",0.0016395602837995238
2024-01-19 09:30:00-05:00,4301753.727401733,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",0.0
2024-01-20 09:30:00-05:00,4301753.727401733,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",0.0
2024-01-22 09:30:00-05:00,4311596.715515137,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",0.0022881338024314246
2024-01-23 09:30:00-05:00,4388279.711242676,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",0.017785289484890443
2024-01-24 09:30:00-05:00,3923995.515106201,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",-0.10580095770718279
2024-01-25 09:30:00-05:00,4016854.5011138916,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",0.023664396569825552
2024-01-26 09:30:00-05:00,4016854.5011138916,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",0.0
2024-01-27 09:30:00-05:00,4016854.5011138916,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",0.0
2024-01-29 09:30:00-05:00,3837469.531265259,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",-0.0446580700891428
2024-01-30 09:30:00-05:00,3767827.9752349854,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",-0.018147780839138483
2024-01-31 09:30:00-05:00,3505437.741394043,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",-0.06963965328713773
2024-02-01 09:30:00-05:00,3122054.9644622803,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",-0.10936801769564419
2024-02-02 09:30:00-05:00,3122054.9644622803,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",0.0
2024-02-03 09:30:00-05:00,3122054.9644622803,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",0.0
2024-02-05 09:30:00-05:00,4661919.074356079,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",0.49322133255876666
2024-02-06 09:30:00-05:00,4083673.0409240723,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",-0.12403605129329198
2024-02-07 09:30:00-05:00,4272203.295257568,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",0.04616683374113473
2024-02-08 09:30:00-05:00,5097361.275878906,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",0.19314576662054406
2024-02-09 09:30:00-05:00,5097361.275878906,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",0.0
2024-02-10 09:30:00-05:00,5097361.275878906,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",0.0
2024-02-12 09:30:00-05:00,5200063.25,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",0.020148066531420206
2024-02-13 09:30:00-05:00,6127923.204742432,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",0.17843243632516037
2024-02-14 09:30:00-05:00,6001306.097015381,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",-0.020662319597781753
2024-02-15 09:30:00-05:00,5580633.744613647,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",-0.07009679986344064
2024-02-16 09:30:00-05:00,5580633.744613647,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",0.0
2024-02-17 09:30:00-05:00,5580633.744613647,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",0.0
2024-02-20 09:30:00-05:00,5575706.883605957,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",-0.0008828497323347673
2024-02-21 09:30:00-05:00,5868345.2532196045,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",0.05248453258439412
2024-02-22 09:30:00-05:00,5958391.95690918,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",0.015344479543048628
2024-02-23 09:30:00-05:00,5958391.95690918,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",0.0
2024-02-24 09:30:00-05:00,5958391.95690918,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",0.0
2024-02-26 09:30:00-05:00,6016773.649765015,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",0.009798229669690794
2024-02-27 09:30:00-05:00,5966828.803863525,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",-0.00830093482134564
2024-02-28 09:30:00-05:00,6080092.937530518,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",0.0189822998765532
2024-02-29 09:30:00-05:00,5685450.297424316,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",-0.06490733680569172
2024-03-01 09:30:00-05:00,5685450.297424316,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",0.0
2024-03-02 09:30:00-05:00,5685450.297424316,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",0.0
2024-03-04 09:30:00-05:00,5946434.390106201,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",0.04590385616423709
2024-03-05 09:30:00-05:00,5653087.582962036,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",-0.04933154692368946
2024-03-06 09:30:00-05:00,5104391.981674194,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",-0.09706122419570629
2024-03-07 09:30:00-05:00,4118848.037704468,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",-0.19307763735779493
2024-03-08 09:30:00-05:00,4118848.037704468,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",0.0
2024-03-09 09:30:00-05:00,4118848.037704468,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",0.0
2024-03-11 09:30:00-04:00,3319719.769378662,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",-0.19401741967911468
2024-03-12 09:30:00-04:00,3943692.2252349854,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",0.18795937585210987
2024-03-13 09:30:00-04:00,3945098.366394043,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",0.00035655448720373073
2024-03-14 09:30:00-04:00,4419933.9881744385,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",0.12036090806384925
2024-03-15 09:30:00-04:00,4419933.9881744385,-99899928.97628784,"[{'asset': USD, 'quantity': -99899928.97628784}, {'asset': USDJPY=X, 'quantity': 703457.0}]",0.0
