datetime,portfolio_value,cash,positions,return
2024-08-01 09:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",
2024-08-02 09:30:00-04:00,100000.0,35.327301025390625,"[{'asset': USD, 'quantity': 35.327301025390625}, {'asset': USDJPY=X, 'quantity': 670.0}]",0.0
2024-08-03 09:30:00-04:00,100000.0,35.327301025390625,"[{'asset': USD, 'quantity': 35.327301025390625}, {'asset': USDJPY=X, 'quantity': 670.0}]",0.0
2024-08-05 09:30:00-04:00,97714.62280273438,35.327301025390625,"[{'asset': USD, 'quantity': 35.327301025390625}, {'asset': USDJPY=X, 'quantity': 670.0}]",-0.022853771972656256
2024-08-06 09:30:00-04:00,97005.76370239258,35.327301025390625,"[{'asset': USD, 'quantity': 35.327301025390625}, {'asset': USDJPY=X, 'quantity': 670.0}]",-0.007254380971953744
2024-08-07 09:30:00-04:00,97938.40255737305,35.327301025390625,"[{'asset': USD, 'quantity': 35.327301025390625}, {'asset': USDJPY=X, 'quantity': 670.0}]",0.009614262280762453
2024-08-08 09:30:00-04:00,98973.56155395508,35.327301025390625,"[{'asset': USD, 'quantity': 35.327301025390625}, {'asset': USDJPY=X, 'quantity': 670.0}]",0.010569490307702711
2024-08-09 09:30:00-04:00,98973.56155395508,35.327301025390625,"[{'asset': USD, 'quantity': 35.327301025390625}, {'asset': USDJPY=X, 'quantity': 670.0}]",0.0
2024-08-10 09:30:00-04:00,98973.56155395508,35.327301025390625,"[{'asset': USD, 'quantity': 35.327301025390625}, {'asset': USDJPY=X, 'quantity': 670.0}]",0.0
2024-08-12 09:30:00-04:00,98513.26370239258,35.327301025390625,"[{'asset': USD, 'quantity': 35.327301025390625}, {'asset': USDJPY=X, 'quantity': 670.0}]",-0.004650715244914894
2024-08-13 09:30:00-04:00,98505.89263916016,35.327301025390625,"[{'asset': USD, 'quantity': 35.327301025390625}, {'asset': USDJPY=X, 'quantity': 670.0}]",-7.482305382444654e-05
2024-08-14 09:30:00-04:00,98694.84130859375,35.327301025390625,"[{'asset': USD, 'quantity': 35.327301025390625}, {'asset': USDJPY=X, 'quantity': 670.0}]",0.0019181458527128825
2024-08-15 09:30:00-04:00,100014.0673828125,35.327301025390625,"[{'asset': USD, 'quantity': 35.327301025390625}, {'asset': USDJPY=X, 'quantity': 670.0}]",0.013366717618946922
2024-08-16 09:30:00-04:00,100064.31533813477,35.327301025390625,"[{'asset': USD, 'quantity': 35.327301025390625}, {'asset': USDJPY=X, 'quantity': 670.0}]",0.0005024088774425728
